time,seconds_elapsed,z,y,x
1747571324974342100,0.078342041015625,-0.012631416320800781,-0.0023332834243774414,0.001061849296092987
1747571324990302500,0.094302490234375,-0.03662872314453125,-0.0258786678314209,-0.01589801162481308
1747571325006293500,0.11029345703125,0.025592803955078125,0.012617707252502441,-0.03743893653154373
1747571325022253800,0.12625390625,-0.06540107727050781,0.0031877756118774414,0.009917259216308594
1747571325038244900,0.142244873046875,-0.017525672912597656,0.008071184158325195,-0.009710296988487244
1747571325054236000,0.15823583984375,-0.017563819885253906,-0.001223444938659668,-0.002744115889072418
1747571325070196200,0.1741962890625,-0.005639076232910156,0.030279994010925293,-0.013031110167503357
1747571325086187300,0.190187255859375,-0.015255928039550781,-0.0053424835205078125,0.0012178421020507812
1747571325102147600,0.206147705078125,-0.008008956909179688,0.0004061460494995117,-0.01777338981628418
1747571325118138600,0.222138671875,-0.0033016204833984375,0.003367900848388672,0.03721217066049576
1747571325134099000,0.238098876953125,-0.048847198486328125,0.015716552734375,0.010896570980548859
1747571325150090000,0.254090087890625,-0.012169837951660156,-0.01998007297515869,-0.014430388808250427
1747571325166050300,0.27005029296875,-0.014616012573242188,-0.012464404106140137,-0.007024586200714111
1747571325182041300,0.286041259765625,-0.0026683807373046875,-0.014666080474853516,-0.014572866261005402
1747571325198001700,0.302001708984375,-0.017098426818847656,-0.004660487174987793,-0.004793085157871246
1747571325213992700,0.31799267578125,-0.02286243438720703,-0.005701303482055664,-0.023813024163246155
1747571325229953300,0.333953369140625,-0.04441547393798828,-0.0008690357208251953,0.004721947014331818
1747571325245944000,0.349944091796875,0.0011034011840820312,0.018099427223205566,0.01170724630355835
1747571325261904600,0.365904541015625,-0.008520126342773438,0.006461024284362793,0.011639557778835297
1747571325277895400,0.3818955078125,-0.0277252197265625,-0.005129337310791016,0.01133459061384201
1747571325293856000,0.39785595703125,-0.022963523864746094,-0.024092912673950195,-0.010314300656318665
1747571325309846800,0.4138466796875,-0.011020660400390625,0.007224321365356445,0.0064582303166389465
1747571325325807400,0.429807373046875,-0.05414295196533203,0.00027954578399658203,-0.0085391104221344
1747571325341798100,0.445798095703125,0.000911712646484375,0.0003769397735595703,0.00810481607913971
1747571325357758700,0.4617587890625,-0.06371593475341797,0.038590431213378906,0.00542016327381134
1747571325373719000,0.477718994140625,0.0009279251098632812,0.014672040939331055,0.00034040212631225586
1747571325389710000,0.4937099609375,-0.04694366455078125,-0.004563808441162109,-0.002111494541168213
1747571325405670400,0.50967041015625,0.02724170684814453,-0.004327893257141113,0.009920619428157806
1747571325421661400,0.525661376953125,-0.075714111328125,-0.0042809247970581055,-0.014163203537464142
1747571325437621800,0.541621826171875,-0.011068344116210938,-0.009072661399841309,-0.002394840121269226
1747571325453612800,0.55761279296875,-0.02783966064453125,0.017358899116516113,0.00952785462141037
1747571325469603800,0.573603759765625,0.0008907318115234375,0.005389809608459473,-0.002470560371875763
1747571325485564200,0.589564208984375,-0.05896186828613281,-0.004184603691101074,0.004358068108558655
1747571325501555200,0.60555517578125,0.0008611679077148438,-0.018313288688659668,0.0066037848591804504
1747571325517515500,0.621515625,-0.06139373779296875,0.003278970718383789,-0.012610383331775665
1747571325533506600,0.637506591796875,0.010419845581054688,0.027314424514770508,-0.0007204189896583557
1747571325549467000,0.653466796875,-0.03501319885253906,0.007784247398376465,-0.005718722939491272
1747571325565458000,0.6694580078125,-0.018280029296875,0.01999056339263916,0.005561813712120056
1747571325581418200,0.685418212890625,-0.027849197387695312,-0.003997921943664551,-0.011298969388008118
1747571325597409300,0.7014091796875,0.0032339096069335938,-0.0037142038345336914,-0.013686344027519226
1747571325613400300,0.717400390625,0.000850677490234375,-0.0013709068298339844,-0.011488065123558044
1747571325629360600,0.733360595703125,-0.003989219665527344,-0.003340005874633789,-0.014727286994457245
1747571325645351700,0.7493515625,-0.0016603469848632812,-0.00046634674072265625,0.03042929619550705
1747571325661342500,0.765342529296875,-0.004119873046875,0.011980533599853516,-0.010582566261291504
1747571325677303000,0.781302978515625,-0.016187667846679688,0.00311124324798584,0.005730576813220978
1747571325693293800,0.7972939453125,0.012470245361328125,0.013211369514465332,-0.013681799173355103
1747571325709284900,0.813284912109375,-0.06180763244628906,-0.007909059524536133,-0.006804533302783966
1747571325725245200,0.8292451171875,-0.0043926239013671875,0.00918424129486084,-0.016537122428417206
1747571325741236200,0.845236328125,0.00033092498779296875,-0.004709005355834961,-0.00723709911108017
1747571325757227300,0.861227294921875,-0.011744499206542969,0.0247805118560791,-0.010037742555141449
1747571325773187600,0.8771875,-0.01670551300048828,0.016416549682617188,-0.02458120882511139
1747571325789178600,0.8931787109375,-0.012052536010742188,-0.004185676574707031,0.008897624909877777
1747571325805139000,0.909138916015625,-0.036101341247558594,-0.0010238885879516602,0.0014114007353782654
1747571325821130000,0.9251298828125,-0.026601791381835938,0.013895153999328613,-0.010821662843227386
